商品名,テイスティングノート,原産国,地域,ブランド,銘柄,メーカー,ビンテージ,年数,アルコール度数（%）,容量 (ml／g)
ベンリネス 2010 14年 リフィル シェリーカスク 58.2% 700mlザ・モルトマン,"香り：シトラスと焦がしたオーク。
味わい：クリーミーで纏わりつくようなチョコレートにプラムジャム、シェリーのアロマにナッティーさが加わり焼きマシュマロも感じさせる。
フィニッシュ：ショウガとメープルシロップの温かな余韻。",スコットランド,スぺイサイド,ザ・モルトマン,ベンリネス蒸溜所,メドウサイド・ブレンディング,2010,14,58.2,700
